category,word,cefr,cocaRank,pos,reason,oxfordDef
body-actions,"sport",a1,844,noun,yle:sports_and_leisure,"activity that you do for pleasure and that needs physical effort or skill, usually done in a special area and according "
body-actions,"present",a1,865,noun|adjective|verb,yle:sports_and_leisure,"existing or happening now"
body-actions,"ball",a1,877,noun,yle:sports_and_leisure,"a round object used for throwing, hitting or kicking in games and sports"
body-actions,"sing",a1,1066,verb,yle:sports_and_leisure,"to make musical sounds with your voice in the form of a song or tune"
body-actions,"march",a1,1115,verb|noun,imsky:verbs/movement,"the 3rd month of the year, between February and April"
body-actions,"magazine",a1,1273,noun|verb,yle:sports_and_leisure,"a type of large thin book with a paper cover that you can buy every week or month, containing articles, photographs, etc"
body-actions,"beach",a1,1394,noun,yle:sports_and_leisure,"an area of sand or small stones (called shingle), next to the sea or a lake"
body-actions,"sick",a1,1412,adjective,yle:health,"physically or mentally ill"
body-actions,"boat",a1,1491,noun,yle:sports_and_leisure,"a vehicle (smaller than a ship) that travels on water, moved by oars, sails or a motor"
body-actions,"ear",a1,1569,noun,yle:body_and_face,"either of the organs on the sides of the head that you hear with"
body-actions,"email",a1,1738,noun|verb,yle:sports_and_leisure,"a way of sending messages and data to other people by means of computers connected together in a network"
body-actions,"tired",a1,1818,adjective,yle:health,"feeling that you would like to sleep or rest; needing rest"
body-actions,"dance",a1,1927,verb|noun,yle:sports_and_leisure,"a series of movements and steps that are usually performed to music; a particular example of these movements and steps"
body-actions,"tooth",a1,1933,noun,yle:body_and_face,"any of the hard white structures in the mouth used for biting food"
body-actions,"nose",a1,1972,noun,yle:body_and_face,"the part of the face that sticks out above the mouth, used for breathing and smelling things"
body-actions,"holiday",a1,1997,noun,yle:sports_and_leisure,"a period of time when you are not at work or school"
body-actions,"nurse",a1,2033,noun,yle:health,"a person whose job is to take care of sick or injured people, usually in a hospital"
body-actions,"bike",a1,2220,noun,yle:sports_and_leisure,"a bicycle"
body-actions,"festival",a1,2535,verb|noun,yle:sports_and_leisure,"a series of performances of music, plays, films, etc., usually organized in the same place once a year; a series of publ"
body-actions,"concert",a1,2729,verb|noun,yle:sports_and_leisure,"a public performance of music"
body-actions,"cd",a1,3587,noun,yle:sports_and_leisure,"a small disc on which sound or information is recorded. CDs can be played or read on various types of machines, includin"
body-actions,"tennis",a1,4018,noun,yle:sports_and_leisure,"a game in which two or four players use rackets to hit a ball backwards and forwards across a net on a specially marked "
body-actions,"hobby",a1,,noun,yle:sports_and_leisure,"an activity that you do for pleasure when you are not working"
body-actions,"dvd",a1,,noun,yle:sports_and_leisure,"a disk on which large amounts of information, especially films, photographs and video, can be stored, for use on a DVD p"
body-actions,"look",a2,81,verb|noun,imsky:verbs/look,"an act of looking at somebody/something"
body-actions,"back",a2,108,noun|adjective|adverb|verb,yle:body_and_face,"located behind or at the back of something"
body-actions,"program",a2,250,noun|verb,yle:sports_and_leisure,"a set of instructions in code that control the operations or functions of a computer"
body-actions,"stay",a2,361,verb|noun,imsky:verbs/movement,"a period of staying; a visit"
body-actions,"hit",a2,502,verb|noun,imsky:verbs/sports,"an act of hitting somebody/something with your hand or with an object held in your hand"
body-actions,"view",a2,528,noun|verb,imsky:verbs/look,"what you can see from a particular place or position, especially beautiful countryside"
body-actions,"matter",a2,575,noun|verb,yle:health,"used (to ask) if somebody is upset, unhappy, etc. or if there is a problem"
body-actions,"fight",a2,625,verb|noun,imsky:verbs/sports,"a struggle against somebody/something using physical force"
body-actions,"goal",a2,694,noun,yle:sports_and_leisure,"a frame with a net into which players must kick or hit the ball in order to score a point"
body-actions,"race",a2,730,noun|verb|adjective,imsky:verbs/movement,"a competition between people, animals, vehicles, etc. to see which one is the faster or fastest"
body-actions,"score",a2,1165,noun|verb,imsky:verbs/sports,"the number of points, goals, etc. scored by each player or team in a game or competition"
body-actions,"smile",a2,1308,noun|adjective|verb,yle:body_and_face,"the expression that you have on your face when you are happy or you think something is funny, in which the corners of yo"
body-actions,"jump",a2,1365,noun|verb,imsky:verbs/movement,"an act of jumping"
body-actions,"camp",a2,1419,noun|verb,yle:sports_and_leisure,"a place where people live temporarily in tents or temporary buildings"
body-actions,"ride",a2,1438,noun|verb,yle:sports_and_leisure,"a short journey in a vehicle, on a bicycle, etc."
body-actions,"speed",a2,1505,noun|verb,imsky:verbs/movement,"the rate at which somebody/something moves or travels"
body-actions,"temperature",a2,1585,noun,yle:health,"the measurement in degrees of how hot or cold a thing or place is"
body-actions,"medicine",a2,1645,noun,yle:health,"the study and treatment of diseases and injuries"
body-actions,"baseball",a2,1736,noun,yle:sports_and_leisure,"a game played especially in the US by two teams of nine players, using a bat and ball. Each player tries to hit the ball"
body-actions,"knee",a2,1781,noun,yle:body_and_face,"the joint between the top and bottom parts of the leg where it bends in the middle"
precise-actions,"fill",a1,777,verb,manual-pin,"to make something full of something; to become full of something"
precise-actions,"sort",a2,837,noun|verb,manual-pin,"a group or type of people or things that are similar in a particular way"
precise-actions,"shut",a2,1134,adjective|verb,manual-pin,"not open"
precise-actions,"lift",a2,1681,noun|verb,manual-pin,"a machine that carries people or goods up and down to different levels in a building or a mine"
precise-actions,"empty",a2,1832,adjective|verb,manual-pin,"with no people or things inside"
precise-actions,"drop",b1,723,verb|noun,manual-pin,"a very small amount of liquid that forms a round shape"
precise-actions,"shake",b1,1131,noun|verb,manual-pin,"an act of shaking somebody/something"
precise-actions,"kick",b1,1591,verb|noun,manual-pin,"a movement with the foot or the leg, usually to hit something with the foot"
precise-actions,"knock",b1,2005,noun|verb,manual-pin,"the sound of somebody hitting a door, window, etc. with their hand or with something hard to attract attention"
precise-actions,"click",b1,2177,noun|verb,manual-pin,"the act of pressing the button on a computer mouse or touchpad"
precise-actions,"pour",b1,2319,verb,manual-pin,"to make a liquid or other substance flow from a container in a continuous stream, especially by holding the container at"
precise-actions,"pack",b1,2368,noun|verb,manual-pin,"a container, usually made of paper, that holds a number of the same thing or an amount of something, ready to be sold"
precise-actions,"bend",b1,2615,noun|verb,manual-pin,"a curve or turn, especially in a road or river"
precise-actions,"slice",b1,3862,noun|verb,manual-pin,"a thin flat piece of bread, meat, cheese, etc. that has been cut off a larger piece; a piece of cake that has been cut f"
precise-actions,"grab",b2,1493,verb,manual-pin,"to take or hold somebody/something with your hand suddenly or roughly"
precise-actions,"load",b2,2419,noun|verb,manual-pin,"something that is being carried (usually in large amounts) by a person, vehicle, etc."
precise-actions,"tap",b2,3052,noun|verb,manual-pin,"a device for controlling the flow of water from a pipe into a bath or sink"
precise-actions,"rub",b2,3291,verb,manual-pin,"to move your hand, a cloth, etc., backwards and forwards over a surface while pressing it"
precise-actions,"dump",b2,3545,verb,manual-pin,"to get rid of something you do not want, especially in a place that is not suitable"
precise-actions,"spill",b2,3934,verb,manual-pin,"to flow over the edge of a container by accident; to make liquid do this"
precise-actions,"unfold",b2,4833,verb,manual-pin,"to spread open or flat something that has previously been folded; to become open and flat"
precise-actions,"chop",b2,4836,verb,manual-pin,"to cut something into pieces with a sharp tool such as a knife"
precise-actions,"scratch",b2,4854,verb|noun,manual-pin,"a mark, a cut or an injury made by scratching somebody’s skin or the surface of something"
precise-actions,"stir",c1,2411,verb,manual-pin,"to move a liquid or substance around, using a spoon or something similar, in order to mix it completely"
precise-actions,"toss",c1,2685,verb,manual-pin,"to throw something lightly or carelessly"
precise-actions,"squeeze",c1,3391,verb,manual-pin,"to press something, especially with your fingers"
precise-actions,"rip",c1,3422,verb,manual-pin,"to tear something or to become torn, often suddenly or violently"
precise-actions,"flip",,3723,verb,manual-pin,""
precise-actions,"twist",c1,4113,noun|verb,manual-pin,"the action of turning something with your hand, or of turning a part of your body"
precise-actions,"crush",c1,4347,verb,manual-pin,"to press something so hard that it is damaged or injured, or loses its shape"
precise-actions,"shove",,4441,verb,manual-pin,""
precise-actions,"peel",,4924,verb,manual-pin,""
precise-actions,"stack",,4932,noun,manual-pin,""
precise-actions,"poke",,,,manual-pin,""
precise-actions,"pinch",,,,manual-pin,""
precise-actions,"scrape",,,,manual-pin,""
precise-actions,"tug",,,,manual-pin,""
precise-actions,"pat",,,,manual-pin,""
precise-actions,"wring",,,,manual-pin,""
precise-actions,"plug",,,,manual-pin,""
precise-actions,"unplug",,,,manual-pin,""
precise-actions,"sprinkle",,,,manual-pin,""
precise-actions,"whisk",,,,manual-pin,""
precise-actions,"mash",,,,manual-pin,""
precise-actions,"grind",,,,manual-pin,""
precise-actions,"wiggle",,,,manual-pin,""
precise-actions,"jiggle",,,,manual-pin,""
precise-actions,"wipe down",,,,manual-pin,""
precise-actions,"rinse off",,,,manual-pin,""
precise-actions,"scoop",,,,manual-pin,""
precise-actions,"unload",,,,manual-pin,""
precise-actions,"unpack",,,verb,manual-pin,""
precise-actions,"flatten",,,,manual-pin,""
precise-actions,"crumple",,,,manual-pin,""
precise-actions,"shred",,,,manual-pin,""
precise-actions,"tighten",,,,manual-pin,""
precise-actions,"loosen",,,,manual-pin,""
precise-actions,"puncture",,,,manual-pin,""
precise-actions,"crack open",,,,manual-pin,""
precise-actions,"pry",,,,manual-pin,""
precise-actions,"wedge",,,,manual-pin,""
precise-actions,"be",a1,2,verb,fallback:verb-coca,"used when you are naming people or things, describing them or giving more information about them"
precise-actions,"have",a1,11,verb,fallback:verb-coca,"to own, hold or possess something"
precise-actions,"do",a1,15,verb,fallback:verb-coca,"used to refer to actions that you do not mention by name or do not know about"
precise-actions,"say",a1,26,verb|noun,fallback:verb-coca,"to speak or tell somebody something, using words"
precise-actions,"get",a1,34,verb,fallback:verb-coca,"to receive something"
precise-actions,"would",a1,49,verb,fallback:verb-coca,"used in polite offers or invitations"
precise-actions,"see",a1,56,verb,fallback:verb-coca,"to become aware of somebody/something by using your eyes"
precise-actions,"come",a1,61,verb,fallback:verb-coca,"to move to or towards a person or place"
precise-actions,"take",a1,63,noun|verb,fallback:verb-coca,"to carry or move something from one place to another"
precise-actions,"want",a1,68,verb,fallback:verb-coca,"to have a desire or a wish for something/somebody"
precise-actions,"could",a1,75,verb,fallback:verb-coca,"used as the past tense of ‘can’"
precise-actions,"give",a1,98,verb,fallback:verb-coca,"to hand something to somebody so that they can look at it, use it or keep it for a time"
precise-actions,"should",a1,110,verb,fallback:verb-coca,"used to show what is right, appropriate, etc., especially when criticizing somebody’s actions"
precise-actions,"let",a1,122,verb,fallback:verb-coca,"used for making suggestions or as a polite way of telling people what you want them to do"
precise-actions,"may",a1,127,verb|noun,fallback:verb-coca,"the fifth month of the year, between April and June"
precise-actions,"mean",a1,130,noun|adjective|verb,fallback:verb-coca,"to have something as a meaning in the same or another language"
precise-actions,"keep",a1,151,noun|verb,fallback:verb-coca,"to continue to have something and not give it back or throw it away"
precise-actions,"put",a1,153,verb,imsky:verbs/manipulation,"to move something into a particular place or position"
precise-actions,"help",a1,155,verb|noun,fallback:verb-coca,"the act of helping somebody to do something"
precise-actions,"own",a1,160,adjective|verb,fallback:verb-coca,"used to emphasize that something belongs to or is connected with somebody"
precise-actions,"become",a1,167,verb,fallback:verb-coca,"to start to be something"
precise-actions,"happen",a1,170,verb,fallback:verb-coca,"to take place, especially without being planned"
precise-actions,"show",a1,177,verb|noun,fallback:verb-coca,"a programme on television or the radio"
precise-actions,"hear",a1,184,verb,fallback:verb-coca,"to be aware of sounds with your ears"
precise-actions,"place",a1,186,verb|noun,imsky:verbs/manipulation,"a particular position, point or area"
precise-actions,"believe",a1,189,verb,fallback:verb-coca,"to feel certain that something is true or that somebody is telling you the truth"
precise-actions,"point",a1,193,noun|verb,fallback:verb-coca,"a thing that somebody says or writes giving their opinion or stating a fact"
precise-actions,"group",a1,199,noun|verb,imsky:verbs/collection,"a number of people or things that are together in the same place or that are connected in some way"
precise-actions,"bring",a1,213,verb,fallback:verb-coca,"to come to a place with somebody/something"
precise-actions,"must",a1,228,verb,fallback:verb-coca,"used to say that something is necessary or very important (sometimes involving a rule or a law)"
precise-actions,"begin",a1,232,verb,imsky:verbs/creation,"to start doing something; to do the first part of something"
precise-actions,"love",a1,233,verb|noun,fallback:verb-coca,"a very strong feeling of liking and caring for somebody/something, especially a member of your family or a friend"
precise-actions,"name",a1,262,noun|verb,fallback:verb-coca,"a word or words that a particular person, animal, place or thing is known by"
precise-actions,"lose",a1,273,noun|verb,fallback:verb-coca,"to be unable to find something/somebody"
precise-actions,"thank",a1,300,verb,fallback:verb-coca,"to tell somebody that you are grateful for something"
precise-actions,"watch",a1,315,noun|verb,fallback:verb-coca,"a type of small clock that you wear on your wrist, or (in the past) carried in your pocket"
precise-actions,"create",a1,319,verb,imsky:verbs/creation,"to make something happen or exist"
precise-actions,"include",a1,328,verb,fallback:verb-coca,"if one thing includes another, it has the second thing as one of its parts"
precise-actions,"follow",a1,332,verb,fallback:verb-coca,"to come or go after or behind somebody/something"
precise-actions,"remember",a1,334,verb,fallback:verb-coca,"to have or keep an image in your memory of an event, a person, a place, etc. from the past"
precise-actions,"add",a1,362,verb,imsky:verbs/manipulation,"to put something together with something else so as to increase the size, number, amount, etc."
precise-actions,"die",a1,371,verb,fallback:verb-coca,"to stop living"
precise-actions,"buy",a1,375,verb,fallback:verb-coca,"to obtain something by paying money for it"
precise-actions,"result",a1,376,noun|verb,fallback:verb-coca,"a thing that is caused or produced because of something else"
precise-actions,"send",a1,382,noun|verb,fallback:verb-coca,"to make something go or be taken to a place, especially by post, email, radio, etc."
precise-actions,"grow",a1,390,verb,fallback:verb-coca,"to increase in size, number, strength or quality"
precise-actions,"late",a1,401,adjective|adverb,imsky:adjectives/speed,"arriving, happening or done after the expected, arranged or usual time"
precise-actions,"please",a1,412,verb|adverb,fallback:verb-coca,"used as a polite way of asking for something or telling somebody to do something"
precise-actions,"build",a1,425,noun|verb,imsky:verbs/creation,"to make something, especially a building, by putting parts together"
precise-actions,"age",a1,429,noun|verb,fallback:verb-coca,"the number of years that a person has lived or a thing has existed"
precise-actions,"break",a1,450,verb|noun,imsky:verbs/destruction,"a short period of time when you stop what you are doing and rest, eat, etc."
precise-actions,"agree",a1,461,verb,fallback:verb-coca,"to have the same opinion as somebody; to say that you have the same opinion"
precise-actions,"decide",a1,468,verb,fallback:verb-coca,"to think carefully about the different possibilities that are available and choose one of them"
precise-actions,"sell",a1,484,verb,fallback:verb-coca,"to give something to somebody in exchange for money"
precise-actions,"action",a1,485,noun|verb,fallback:verb-coca,"the process of doing something in order to make something happen or to deal with a situation"
precise-actions,"explain",a1,500,verb,fallback:verb-coca,"to tell somebody about something in a way that makes it easy to understand"
precise-actions,"film",a1,549,noun|verb,fallback:verb-coca,"a series of moving pictures recorded with sound that tells a story, watched at a cinema or on a television or other devi"
precise-actions,"type",a1,552,noun|verb,fallback:verb-coca,"a class or group of people or things that share particular qualities or features and are part of a larger group; a kind "
precise-actions,"form",a1,556,noun|verb,fallback:verb-coca,"a type or variety of something"
precise-actions,"choose",a1,561,verb,fallback:verb-coca,"to decide which thing or person you want out of the ones that are available"
precise-actions,"join",a1,566,verb,fallback:verb-coca,"to fix or connect two or more things together"
precise-actions,"carry",a1,572,verb,fallback:verb-coca,"to support the weight of somebody/something and take them or it from place to place; to take somebody/something from one"
precise-actions,"cost",a1,579,noun|verb,fallback:verb-coca,"the amount of money that you need in order to buy, make or do something"
precise-actions,"miss",a1,596,verb|noun,fallback:verb-coca,"to be or arrive too late for something"
precise-actions,"describe",a1,609,verb,fallback:verb-coca,"to say what somebody/something is like"
precise-actions,"guess",a1,610,noun|verb,fallback:verb-coca,"an attempt to give an answer or an opinion when you cannot be certain if you are right"
precise-actions,"rule",a1,617,noun|verb,fallback:verb-coca,"a statement of what may, must or must not be done in a particular situation or when playing a game"
precise-actions,"list",a1,660,noun|verb,fallback:verb-coca,"a series of names, items, figures, etc., especially when they are written or printed"
precise-actions,"forget",a1,665,verb,fallback:verb-coca,"to not remember to do something that you ought to do, or to bring or buy something that you ought to bring or buy"
precise-actions,"order",a1,686,noun|verb,imsky:verbs/manipulation,"the way in which people or things are placed or arranged in relation to each other"
precise-actions,"note",a1,690,noun|verb,fallback:verb-coca,"a short piece of writing to help you remember something"
precise-actions,"draw",a1,721,verb|noun,imsky:verbs/collection,"to make pictures, or a picture of something, with a pencil, pen or chalk (but not paint)"
precise-actions,"compare",a1,800,verb,fallback:verb-coca,"to examine people or things to see how they are similar and how they are different"
precise-actions,"imagine",a1,860,verb,fallback:verb-coca,"to form a picture in your mind of what something might be like"
precise-actions,"laugh",a1,869,noun|verb,fallback:verb-coca,"the sound you make when you think that something is funny or silly "
precise-actions,"discuss",a1,873,verb,fallback:verb-coca,"to talk about something with somebody, especially in order to decide something"
precise-actions,"design",a1,875,noun|verb,fallback:verb-coca,"the general arrangement of the different parts of something that is made, such as a building, book, machine, etc."
precise-actions,"prepare",a1,881,verb,fallback:verb-coca,"to make something or somebody ready to be used or to do something"
precise-actions,"interview",a1,930,noun|verb,fallback:verb-coca,"a formal meeting at which somebody is asked questions to see if they are suitable for a particular job, or for a course "
school-life,"report",a1,477,noun|verb,manual-pin,"a written or spoken account of an event, especially one that is published or broadcast"
school-life,"project",a1,544,noun|verb,manual-pin,"a piece of work involving careful study of a subject over a period of time, done by school or college students"
school-life,"test",a1,627,noun|verb,manual-pin,"an examination of somebody’s knowledge or ability, consisting of questions for them to answer or activities for them to "
school-life,"final",a1,908,adjective|noun,manual-pin,"being or happening at the end of a series of events, actions, statements, etc."
school-life,"classroom",a1,1693,noun,manual-pin,"a room where a class of children or students is taught"
school-life,"gym",a1,3820,noun,manual-pin,"a room or hall with equipment for doing physical exercise, for example in a school"
school-life,"novel",a2,1646,noun|adjective,manual-pin,"a story long enough to fill a complete book, in which the characters and events are usually imaginary"
school-life,"circle",a2,1803,noun|verb,manual-pin,"a completely round flat shape"
school-life,"experiment",a2,2011,noun|verb,manual-pin,"a scientific test that is done in order to study what happens and to gain new knowledge"
school-life,"lab",a2,2191,noun,manual-pin,"a laboratory"
school-life,"essay",a2,2676,noun,manual-pin,"a short piece of writing by a student as part of a course of study"
school-life,"presentation",b1,2887,noun,manual-pin,"a meeting at which something, especially a new product or idea, or piece of work, is shown to a group of people"
school-life,"highlight",b1,2983,noun|verb,manual-pin,"the best, most interesting or most exciting part of something"
school-life,"assignment",b1,3275,noun,manual-pin,"a task or piece of work that somebody is given to do, usually as part of their job or studies"
school-life,"submit",b2,2565,verb,manual-pin,"to give a document, proposal, etc. to somebody in authority so that they can study or consider it"
school-life,"principal",b2,3482,adjective|noun,manual-pin,"most important; main"
school-life,"marker",b2,4669,noun,manual-pin,"an object or a sign that shows the position of something"
school-life,"textbook",b2,5040,noun,manual-pin,"a book that teaches a particular subject and that is used especially in schools and colleges"
school-life,"notebook",b2,,noun,manual-pin,"a small book of plain paper for writing notes in"
school-life,"counselor",,3372,noun,manual-pin,""
school-life,"hallway",,4161,noun,manual-pin,""
school-life,"locker",,4923,noun,manual-pin,""
school-life,"attendance",c1,4975,noun,manual-pin,"the act of being present at a place, for example at school"
school-life,"binder",,,,manual-pin,""
school-life,"folder",,,noun,manual-pin,""
school-life,"worksheet",,,,manual-pin,""
school-life,"handout",,,,manual-pin,""
school-life,"rubric",,,,manual-pin,""
school-life,"syllabus",,,,manual-pin,""
school-life,"cafeteria",,,,manual-pin,""
school-life,"janitor",,,,manual-pin,""
school-life,"glue stick",,,,manual-pin,""
school-life,"highlighter",,,,manual-pin,""
school-life,"eraser",,,noun,manual-pin,""
school-life,"sharpener",,,,manual-pin,""
school-life,"clipboard",,,,manual-pin,""
school-life,"stapler",,,,manual-pin,""
school-life,"ruler",,,noun,manual-pin,""
school-life,"compass",,,noun,manual-pin,""
school-life,"protractor",,,,manual-pin,""
school-life,"calculator",,,,manual-pin,""
school-life,"notepad",,,,manual-pin,""
school-life,"planner",,,,manual-pin,""
school-life,"workbook",,,,manual-pin,""
school-life,"paperback",,,,manual-pin,""
school-life,"hardcover",,,noun,manual-pin,""
school-life,"pencil case",,,,manual-pin,""
school-life,"backpack",,,noun,manual-pin,""
school-life,"lunchbox",,,,manual-pin,""
school-life,"water bottle",,,,manual-pin,""
school-life,"quiz",,,verb,manual-pin,""
school-life,"midterm",,,,manual-pin,""
school-life,"lab report",,,,manual-pin,""
school-life,"field trip",,,,manual-pin,""
school-life,"recess",,,,manual-pin,""
school-life,"detention",,,,manual-pin,""
school-life,"underline",,,,manual-pin,""
school-life,"cross out",,,,manual-pin,""
school-life,"fill in",,,,manual-pin,""
school-life,"hand in",,,,manual-pin,""
school-life,"turn in",,,,manual-pin,""
school-life,"tardy",,,,manual-pin,""
school-life,"absent",,,,manual-pin,""
school-life,"permission slip",,,,manual-pin,""
school-life,"rubber band",,,,manual-pin,""
school-life,"paperclip",,,,manual-pin,""
school-life,"tell",a1,92,verb,yle:school,"to give information to somebody by speaking or writing"
school-life,"find",a1,97,verb,yle:school,"to discover somebody/something unexpectedly or by chance"
school-life,"ask",a1,143,noun|verb,yle:school,"to say or write something in the form of a question, in order to get information"
school-life,"student",a1,179,noun,yle:school,"a person who is studying at a university or college"
school-life,"part",a1,183,verb|noun|adverb,yle:school,"some but not all of a thing"
school-life,"question",a1,206,noun|verb,yle:school,"a sentence, phrase or word that asks for information"
school-life,"write",a1,212,verb,yle:school,"to make letters or numbers on a surface, especially using a pen or a pencil"
school-life,"book",a1,218,noun|verb,yle:school,"a set of printed pages that are fastened inside a cover so that you can turn them and read them"
school-life,"word",a1,241,noun,yle:school,"a single unit of language that means something and can be spoken or written"
school-life,"read",a1,244,verb,yle:school,"to look at and understand the meaning of written or printed words or symbols"
school-life,"study",a1,259,verb|noun,yle:school,"the activity of learning or gaining knowledge, either from books or by examining things in the world"
school-life,"understand",a1,277,verb,yle:school,"to know or realize the meaning of words, a language, what somebody says, etc."
school-life,"line",a1,312,noun|verb,yle:school,"a long, thin mark on a surface"
school-life,"learn",a1,322,verb,yle:school,"to gain knowledge or skill by studying, from experience, from being taught, etc."
school-life,"history",a1,374,noun,yle:school,"all the events that happened in the past"
school-life,"open",a1,392,adjective|verb,yle:school,"allowing things or people to go through; not closed or blocked "
school-life,"teacher",a1,416,noun,yle:school,"a person whose job is teaching, especially in a school"
school-life,"music",a1,436,noun,yle:school,"sounds that are arranged in a way that is pleasant or exciting to listen to. People sing music or play it on instruments"
school-life,"art",a1,447,noun,yle:school,"the use of the imagination to express ideas or feelings, particularly in painting, drawing or sculpture "
school-life,"listen",a1,460,verb,yle:school,"to pay attention to somebody/something that you can hear"
school-life,"science",a1,565,noun,yle:school,"knowledge about the structure and behaviour of the natural and physical world, based on facts that you can prove, for ex"
school-life,"teach",a1,567,verb,yle:school,"to give lessons to students in a school, college, university, etc.; to help somebody learn something by giving informati"
school-life,"page",a1,624,noun,yle:school,"one side or both sides of a sheet of paper in a book, magazine, etc."
school-life,"language",a1,713,noun,yle:school,"the system of communication in speech and writing that is used by people of a particular country or area"
school-life,"answer",a1,742,noun|verb,yle:school,"something that you say, write or do to react to a question or situation"
school-life,"example",a1,775,noun,yle:school,"something such as an object, a fact or a situation that shows, explains or supports what you say"
school-life,"mistake",a1,1283,noun|verb,yle:school,"an action or an opinion that is not correct, or that produces a result that you did not want"
school-life,"lesson",a1,1450,noun,yle:school,"a period of time in which somebody is taught something"
school-life,"website",a1,1478,noun,yle:school,"a set of pages on the internet, where a company or an organization, or an individual person, puts information"
school-life,"online",a1,1503,adjective|adverb,yle:school,"available on or done using the internet or other computer network"
school-life,"painting",a1,1559,noun,yle:school,"a picture that has been painted"
school-life,"correct",a1,1668,noun|verb|adjective,yle:school,"accurate or true, without any mistakes "
school-life,"sentence",a1,1912,noun|verb,yle:school,"a set of words expressing a statement, a question or an order, usually containing a subject and a verb. In written Engli"
school-life,"pen",a1,3683,noun,yle:school,"an instrument made of plastic or metal used for writing with ink (= coloured liquid for writing, etc.)"
school-life,"spell",a1,4173,verb|noun,yle:school,"to say or write the letters of a word in the correct order"
school-life,"homework",a1,4483,noun,yle:school,"work that is given by teachers for students to do at home"
school-life,"dictionary",a1,,noun,yle:school,"a book or electronic resource that gives a list of the words of a language in alphabetical order and explains what they "
school-life,"pencil",a1,,noun,yle:school,"a narrow piece of wood, or a metal or plastic case, containing a black or coloured substance, used for drawing or writin"
school-life,"geography",a1,,noun,yle:school,"the scientific study of the earth’s surface, physical features, divisions, products, population, etc."
school-life,"close",a2,688,verb|adjective|adverb|noun,yle:school,"near in space or time"
school-life,"competition",a2,1621,noun,yle:school,"an event in which people compete with each other to find out who is the best at something"
school-life,"poster",a2,3677,noun,yle:school,"a large notice, often with a picture on it, that is put in a public place to advertise something"
school-life,"flag",b1,2450,noun,yle:school,"a piece of cloth with a special coloured design on it that may be the symbol of a particular country or organization, ma"
school-life,"subject",b2,803,noun|adjective,yle:school,"likely to be affected by something, especially something bad"
street-city,"wall",a1,676,noun,manual-pin,"a long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divide"
street-city,"park",a1,719,noun|verb,manual-pin,"an area of public land in a town or a city where people go to walk, play and relax"
street-city,"driver",a1,1292,noun,manual-pin,"a person who drives a vehicle"
street-city,"sign",a2,858,noun|verb,manual-pin,"an event, an action, a fact, etc. that shows that something exists, is happening or may happen in the future"
street-city,"shoulder",a2,1239,noun,manual-pin,"either of the two parts of the body between the top of each arm and the neck"
street-city,"bridge",a2,1847,noun,manual-pin,"a structure that is built over a road, railway, river, etc. so that people, vehicles, etc. can cross from one side to th"
street-city,"gate",a2,2283,noun,manual-pin,"a barrier like a door that is used to close an opening in a fence or a wall outside a building"
street-city,"signal",b1,2125,noun|verb,manual-pin,"a movement or sound that you make to give somebody information, instructions, a warning, etc."
street-city,"fence",b1,3148,noun,manual-pin,"a structure made of wood or wire supported with posts that is put between two areas of land as a boundary, or around a g"
street-city,"highway",b2,2390,noun,manual-pin,"a main road for travelling long distances, especially one connecting and going through cities and towns"
street-city,"lane",b2,2769,noun,manual-pin,"a narrow road in the country"
street-city,"barrier",b2,2872,noun,manual-pin,"an object like a fence that prevents people from moving forward from one place to another"
street-city,"tunnel",b2,3600,noun,manual-pin,"a passage built underground, for example to allow a road or railway to go through a hill, under a river, etc."
street-city,"exit",b2,3983,noun|verb,manual-pin,"a way out of a public building or vehicle"
street-city,"yield",c1,3198,noun|verb,manual-pin,"the total amount of crops, profits, etc. that are produced"
street-city,"sidewalk",,4300,noun,manual-pin,""
street-city,"curb",,,noun,manual-pin,""
street-city,"crosswalk",,,,manual-pin,""
street-city,"pavement",,,,manual-pin,""
street-city,"pothole",,,,manual-pin,""
street-city,"intersection",,,noun,manual-pin,""
street-city,"traffic light",,,,manual-pin,""
street-city,"stop sign",,,,manual-pin,""
street-city,"roundabout",,,,manual-pin,""
street-city,"overpass",,,noun,manual-pin,""
street-city,"underpass",,,noun,manual-pin,""
street-city,"freeway",,,noun,manual-pin,""
street-city,"ramp",,,noun,manual-pin,""
street-city,"median",,,noun|adjective,manual-pin,""
street-city,"parking lot",,,noun,manual-pin,""
street-city,"parking meter",,,,manual-pin,""
street-city,"bus stop",,,noun,manual-pin,""
street-city,"bus lane",,,,manual-pin,""
street-city,"bike lane",,,,manual-pin,""
street-city,"fire hydrant",,,,manual-pin,""
street-city,"streetlight",,,,manual-pin,""
street-city,"lamppost",,,,manual-pin,""
street-city,"manhole",,,,manual-pin,""
street-city,"pedestrian",,,,manual-pin,""
street-city,"cyclist",,,noun,manual-pin,""
street-city,"jaywalker",,,,manual-pin,""
street-city,"commuter",,,,manual-pin,""
street-city,"rush hour",,,,manual-pin,""
street-city,"traffic jam",,,,manual-pin,""
street-city,"pull over",,,,manual-pin,""
street-city,"merge",c1,,noun|verb,manual-pin,"to combine or make two or more things combine to form a single thing"
street-city,"detour",,,verb,manual-pin,""
street-city,"tow",,,,manual-pin,""
street-city,"honk",,,,manual-pin,""
street-city,"speed up",,,,manual-pin,""
